Structure [idcode]	Molecule Name	_SMILES	_CXSMILES_Data	Stereo Centers	cLogP	H-Acceptors	H-Donors	Stereo Centers 2
fegqb@NZsAB`AFRREKISJJJJIJYgHykMZVih@HBh`@@ !BjS|PUPJH_?{}bOvH_?{}bOvHsEa??ovH@ha??ovH@O{}bOvw_?xBb@JH_?{}m{\B@Ox	Z4705379406	CC1=C(C(C)C)C(NC(=O)CN2C=CS(=O)(=O)C=C2)=C2C=CC=CC2=N1		0	2.0541	6	1	0
fa{Hb@DZCV@`AFRRYIQFIIRIVKbg^bfoUjijZj`Hb@@@ !BPJg~_s~iJaBH?XmxbwbH@oy?JaAgTqaS?`@ZGvT_OyXjDDBV?[\BmpJw_?{}mp	PV-003555645629	CC1=NC=CC2=C1NC(C(=O)N=S1(=O)CCC(C3(N)CC3)CC1)=C2		0	0.804	6	2	0
figY@@DXuzIPYEDeDdhhdhldjjpXyKt[UAAISUTiL@@ !BXFVfwxQTnrnYpA|Zim~YpKlknroOteRDim|_Foy?ShC}b@C~Tv\_Y[mT@h`Bb@C~	Z1626351082	CC1=C2C=NNC2=CC(NC(=O)NCC2=C3C=CC=CN3C(C)=N2)=C1		0	1.4504	7	3	0
fmoi`@DRUhpHkrJJJKQIKKPqIYJ`eZ\EoVjZifijjji`@@ !Bs|tqov\lQ?OtQ?x@GvWtQxQTGqiSFD_sf\BYpMX?GqitrT_s~DooE^d?zS?oET_sQ?MG|p	PV-009057858930	O=C(NC1CN(C(=O)C2=C3N=CC=CN3N=C2)C1)C1CCC(CCO)CC1		0	0.016	8	2	0
fncQa`NF`cP@a`QxHKHUdFrFRRGQKJYJIYRBeEJuSTuSUTh@@ !B?g?~@@C~_?x@?bqgKAa`FfAeFBsPsSF@FBpXKOx@XFU`FbpX@Ox@?ox@?g|	Z5485527963	CS(=O)(=O)CC1=NC(C(=O)NCC2=CC(C(F)(F)F)=CS2)=CS1		0	1.0968	5	1	0
fakA``MV|BPQHXdNrFQRFIKJYJZQEHTderVjjjZfjjjdDTh@ !Bec}@edOAec|Bmw?~?[_}mw?~ec}pgP^KAxnVOqAUAxm?KeE?Z|UQ_p^KAxlGbp	Z6964658356	O=C(OCC(=O)[C@H]1CC[C@@H](C(F)(F)F)CC1)C12CC(CCF)(C1)C2		0	3.2202	3	0	0
fegIb@LLCFBE@BLddJbRbVbfRRtLeY[WjuSMT@@@U@@@ !BkNJw?_vH@k\BbLwO`CDBbHPkim}Ta@JHL[}eXLBY@O{}bERDUHPBb@JHpIg}b@C~@h`	Z3622108592	CC1=NC(S(=O)(=O)NCCC2=NC=C(C)C(C)=N2)=C(C2=CC=CC=C2)O1		0	2.3547	7	1	0
fbeQ@`KYLCDIHRdERFQQQZFPsIRIgHHBjZjl@@ !B_[]??`Jw_Xa}mwvw@k]??ox@?g}??gvw_Xa??g?~?g?~@G?~?g|	Z4406073728	CC(C)(C#N)CNC(=O)C(F)(F)C1=CC=CC(Br)=C1F		0	2.9618	3	1	0
fnsXa@DR]dmQAAbTBLbbTVabRrfTRIRsjmiZfjjZZZ`@@ !BpJZDJ}KPb@J@L_vHtLu??`JH?X`@?`JH@h`@?`JH@O{}bOvHtmB?SkmTf\@	PV-009151075362	CC1=NC(Br)=C(C(=O)N2CCN(C(=O)CC3=NNC=N3)CC2)S1		0	0.6801	8	1	0
figHb@G^sTU`QFQQIYR[JIYJJHtXkW`u{@AUUMUMTRhxmH@ !B?[]??`Jw?[_}mpJw?[^w@ovwbOvH?Xc}tMINouR{pIgRs}KOpIg}mtz?aEQTnyg_	Z5188198231	CC1=NN(C)C(CC2=NOC([C@H]3C[C@](O)(C4=CC=C(Cl)C=C4)C3)=N2)=C1		0	2.8461	6	1	0
fcib@FNJt]HiAHYEHheeiMdeCEDeaJL{hu{jfjjjiijZiP@@ !BZtPhWHuPtr_AOGB]opz?Cba\tr]\Ura\Hr`hWBLhpIdcJERDFa}SYvAeosDlY?y?s\?Msrqg	PV-001065937083	O=C(C1=CN=C2C=CC=NN12)N1CC(CCO)(NC(=O)C2(F)CCCCC2)C1		0	-0.0236	8	2	0
ek`VD@@DFMHni`JlbbbbRTVrLbLtRVdlt\RrfVZhJBbjiffhh@@ !B@OxBb@Jw_X`@?`C~_[\Bb@JH@k\Bmw?~@Oy}mw?~DBhBmwbtjT@@?hJt@k_Msx@qaBnfwsF?L[|	PV-007321925242	CCC1=NC=CN=C1C(=O)N1CCC(C2(NC(=O)C3=NN(CC)C=C3)CC2)CC1		0	0.9541	8	1	0
fakIb@LV|FBC@BLddLRRJfTRTL`iIsUjuUUM@AUQ@@@ !B?g?~@@C~_?xlYrpX_?y`FfAe_?y??gvH_[]??gvw_Xa??g?~_Xa}mzd?^HmoJ`	Z4849298543	CC1(C2=CC=NC(NC(=O)CCCS(=O)(=O)N3CCCC3)=N2)CC1		0	1.809	7	1	0
fnsHb@NZ}Ee`AFRJIPkIJZIPrDhJTTuKMUMMUTh@@ !BXAiSFAaS?`@lFF@Z?g|lYvAeFa|ZGrn{AwhZGvAeTv_~_rqg_?y??oy??`@	Z7634117821	CC(C)(C)C1=C(C(=O)NCC2=COC(C3=CC=CS3)=N2)NN=C1		0	2.3389	6	2	0
fhyX@@@XxKUldTRTjTTTiq`k^BAJijbP@@ !B@k\BbFT_@Ox@?aaS@h`ZGvAeXFTXKAh_FEO~@@C~Tv\	Z3341555911	CC1=C(CN2C=NC3=NC=CN=C32)N(C)N=C1		0	-0.2263	6	0	0
ffcIB@CIKTHHcHhdiididhXeSfkEk@D@DTtlD@@ !B?Xa??`JH?Xc}bG?~@hc}bOvw_?y??ovH?[\BbG?~@O{}bMKPotz{UIg@	PV-006947247142	CC1=CC=C(C2=CC=CC(Cl)=C2)C=C1NC(=O)C1=CNN=N1		0	3.0094	5	2	0
ffcqA@MIjhD`bPrJYRHjZJQJiLEpTTuUUMUUUU@@@ !B@O{~_pC~@OzdfzRdi@Zdi@C~@h`Bm?vw@OxBmp^tAxlBmpC~@k\BmpJw	Z6461129646	CC1(C)CN(CCN)CCN1C(=O)C12CC(CC(F)F)(C1)C2		0	0.8834	4	1	0
fmwq`@DL\CsTfY[e_gm[xsj}fmjjjjf`BJh`@@ !BjS}oUWbKA{RiOwbK?[_}bJd?DBi??g?~jS?}bF}U^Hm??jd?DBixbwbKjS|PJf}UAxnVOp	Z7362959814	CN1CCC(N(C)C(=O)CN(C)CC(=O)C2=CC=CC(OC3CC3)=C2)CC1		0	1.1353	6	0	0
fj}Yb@LBu[vXHT@HrRPj[JYQQIS`hyRUZjijZfY`@@ !B\JKmiZHOgW@@XYupCytOgQ|Zf\B{Jq|ZnrnYpOy?Gqh_Fa}ef\ASYp	PV-002986936725	CNS(=O)(=O)C1CN(C(=O)NC2=CC=NC3=CC=NN23)C1		0	-0.828	9	2	0
fbmp`@LJlBVRJJZYEJIJGEAJCFfZjh@Ih@@ !B|s`cUv~u^bA_^hio^bA_^hioWwk}bOvH_?xBbOvH?X`BbG?~?[\	Z5445248695	C=CC1=NC(CN2CC(C3=NC=C(CO)O3)C2)=CC=C1		0	1.2045	5	1	0
fegac@IPPx@PFPcHYIHThddmCHThdnRuX\uj``ajf@B@DDp !BUV~?\]g@lFtLNK@R@O{}bL[@@h`BbLCF?XaZXIP{wVMDeIP{pLZTN|CFIQ~TNyP{IQ|	PV-009635040584	O=C(N1CCS(=O)(=O)CC2=CC=CC=C21)C(F)(F)/C=C/C1=CC=CC=C1		0	3.4479	4	0	0
fjmHa@EVbTvPXcHcHhdhbdihleJ\|F@Hjfjib@@ !B_?{}bOvw_?y??ovH?[_}m?vw?[\BmpC~?[]zWu|EWpU_APU_iIm_AP	Z3681160667	NC(=O)NC1CN(C(=O)NCCC2=CC(Cl)=CC(Br)=C2)C1		0	1.8143	6	3	0
ek`VD@@DKLfai`BlbbbbRbVTfqabRtdlL\BbFfZhJHbjvZZhh@@ !BP?{}m?vH_?xBmpJH_?{}m?vw?X`@?ovH@k]??iY@DEVVO?vwedA??`Jw`CGMsz[_aBoPs\wOtm@	PV-009111330610	CC(C)N1N=CC(C(=O)N2CCN(C(=O)C3=CC=CC=C3C3(C#N)CC3)CC2)=N1		0	1.9591	8	0	0
fmoIa@IU[O`h`bBAFQQQJQHiJKKYQJLUYvRcgA@lUPHERqD@@ !Bim}`Y[lkaERfwz[_JxQTnxQTnrmSYvAe?g|lYz[_aEPXTvAeXFVDUFAeFa|XK@C~FEO~@@	PV-007239064938	CC1=NC=NN1C1=CC=C(NS(=O)(=O)C2=CC3=C(C=C2Cl)CCC3=O)C=C1		0	2.1072	7	1	0
fi{X`@DVCENP]rJIQJIQQZIKMIWdurUjB`BPbbhD@@ !B`kS}b@C~_?xBmpJH_?{}mpC~@O{}bOvwosGRspJH_?xBbG?~f]~{J?vw_?y??ovH	PV-006778568247	COCC1=NC=C(CNC(=O)C2=CC=CC=C2C2=CC=NN2)C(N)=N1		0	-0.0087	8	3	0
figh`@AJ]EHDYEDheEeCdhdddIUgYKt[TuSUTuUUL@@ !Bbf?sQtCIO}ZbCzRdO}Y@uitO\IvdfwB]gP~]Cqh_Fa}SYvAeKF_~_yg_aBnDJyg_	Z3817817800	CCOC(=O)C1=C(C2CN(CC3=NC4=C(CCCC4)N3)C2)N(C)N=C1		0	1.226	7	1	0
fa{E@@DLuXmV}AdTTTRRbrRRtJeYV`y[ujiijiiZjd@@ !Bs}Hq`F]Ss}HXKA|Z?g|q`CF@Tv\_YXPkFBq??ig_f]|q`G?~aBnDUK\Bs]Bfp@	Z7093939372	CCC1=NC(C(=O)N2CCN(C3=NN=NN3)CC2)=C2C=CC=CN12		0	0.7326	9	1	0
fb}h`@DTdyHKILlrnkvbuIUoIruMTuURuRBST@@ !BJ{o_iah_J{mSYvAenuPknrqg?g|kn?y?KF^{UFAewyeN`OvHs}H	Z4263985999	O=C(N[C@H]1C[C@H](N2C=CN=C2)C1)C1=NN2CCOC2=C1		0	0.8064	7	1	0
fegp@`BFbBPeHJdMRFQQQQJSNIKIQIQ``qzN@bJjjj@BH@@ !B@OxBb@Jw@O{}b@C~?[\Bm?vHb@Jw?_vw_?xBm?vw?[\Bm?vw?[\Bmw?~?[_}mw?~@k\	PV-008928735933	CC1=CC=CC(CN2CCN(CC3=C(F)C(C(F)(F)F)=NC=C3)CC2)=C1		0	3.1251	3	0	0
fnsI@@DTUTBSKLkNstteVCFkUHLA@UE@@@ !B@k_}mpC~_?xlFBqg?[_}bFAeXAi??`Jw_?xXT?vw?Xc}mrpXTv\XTpJw_?x	Z4293915442	CC1=NC=CC2=C(NC(=O)C3=CN(C(C)(C)C)C=N3)C=CC=C12		0	2.6123	5	1	0
fj}qb@NZ}aNPRBRkJzljjJPXyKU@AT@EPP@@ !BXFU`YVAeim}`Y[lkim~fw{lkim~fw{lkGqjfw{lknrnfw?y?Tv\_YP	Z4346986820	FCCOC1=CC=C(CNC2=CN=C3OCOC3=C2)N=C1		0	1.3504	6	1	0
fcoY`@DLUjrpQKdTTTRRbQQfRTRVUjsikZjZZjfjjjj@@ !BmZ|LQ{}IpLYmcutOFzPx\qJOOuZOGUY@?g?@vUY@lFun_vclZNqh{AD@`CGMtJpXkAcMtJpX	PV-009258986452	CCC1=C(C(=O)N2CCCN(C(=O)CCOC3CCN(C)CC3)CC2)N=NN1		0	0.7054	9	1	0
figIb@EFrNR^`BLdTVdtQTTVbJRqPVgQKVfZfjjfZ^j@@ !Bu`@pgPCVVrPdIEm[VrPdIGk_wwhdIEm[VrPdIGk_wwhdIL@EVum[V}}zwwi[V}}z	PV-007044630168	N#CC1=CN(NC(=O)C2(C3=CC=CS3)CC3(CCC3)C2)C(=O)NC1=O		0	-0.0488	7	2	0
fi{YB@NFRUo]@qLbbbTrLrbRffTXJNV}`Hbf`BJVB@@ !B?X`BbG?~?X`@?ovH@ha??g?~?Xa??`JH?Xa??`JH?Xc}bG?~@haSYuLXGqh_YQi`	PV-009066766363	CC1=CC(Br)=C(C)C(NC(=O)NC2=CC(N3N=NN=C3C)=CC=C2)=C1		0	3.346	7	2	0
fmwi`@DLmFXDcrJJJIIQZEZFIJJUmN{Mj`hJJf@Hh@@@ !B?[]??`Jw?Xc}m?vw@Oy??g?~@k\BmpJH?[\@?ovw_?xBm?vw?X`BbG?~?Xc}b@JH_?y??`	PV-005520977230	CC1=CC(C(=O)N2CCN(C(=O)C3=NC(C)=C(N)C=C3C)CC2)=CC(O)=N1		0	1.4641	8	2	0
fa{hb@DR|FIN@qDfW[YWYUTeKNSeoYifjjjVej`@@ !Bl|]?wcj_UV|WX|E?}}wHP|aC|LKA_|aCrDOA_qh_Tv]`YRqg?g~YwxPkaBnYwp	Z7359135030	O=C(CN1CCC(N2N=C3C=CC=CC3=N2)CC1)C1=CC(Br)=NO1		0	2.2245	7	0	0
fcoi`@DBLghMNrJIQJIQJFHzHqIJ}Yr}mPTCLUUP@D@@@ !BaERYpFAeGqjfwxQTGqiSYvAeXFV{Jyg@KF_~_xQTGqjDUFT_GqiTn}~YGqj{Jyg@Gqh_Fig@	Z3667215472	CN(CCC1=CC=CC=N1)C(=O)CNC(=O)C1=C2N=C(N(C)C)OC2=CC=C1		0	1.6276	8	1	0
fdyqb@LRcA@PAFRREQJIRHsWkNVhHbhX`@@ !B^~VH@ovH@k\BbOvw@OxBb@Jw_?xBmqAUed@Gm@C~ec}xm@	PV-002868851828	CC1=NC=CC=C1S(=O)(=O)NCC1(C(N)=O)CC1		0	-0.4362	6	2	0
fcoH`@LAflBLbbTTbcRrTRTtrugE[M[UUUUUUSKURJQt@@ !BpCfVOwbtAxniPAAUm@^K^@^K[uVVP@^tA{RVPG?~_?{}bOvw_?y??ovH?[_RtK}NnuRYpL?R	PV-009165046970	CN1C=C(C2=CCCN(C[C@H]3CC[C@H](N(C)C(=O)OC(C)(C)C)CC3)C2)C=N1		0	2.5641	6	0	0
fmgPb`KUMtDaJPUHZdErFQQQJJSSqIRJjYLDflADUMUUTuD@@ !Bv\@_VdRTv\@{j}g@GuiDeCnkjtRTNsnkv\C_qc`L[[C~@AJpQpqG\t\LqlA`VcnTNyP{e@	PV-004862777833	CC1(C)CN(C(=O)CCF)CCN(C(=O)C2=C(C(F)(F)F)C(F)=CC=C2)C1		0	3.6207	4	0	0
fluIB@BBuyHIAIeU[UUzLMXLX@J@BjP`@@ !B?Xa??`JH?Xc}b@JH@hc}bOvH@OxBb@JH@Ox@?`JH@h`@?`JH	PV-006183137624	NC1=NC=C(F)C=C1C1=CN=C2NC(=O)CCC2=C1		0	0.8946	5	2	0
fnsIa@LL|fVj`dDRFQSQQ[JZJIJGLEGJRuTsSAAETH@@ !BKAaw`bpXYV@@?a`lGqhZXA|Zf\BDUA|ZnrnYpOy?Gqh_Fa}ef\ASYq|Zf\@	PV-006257966841	COC1=CC=C(C(=O)OCC2=NC=CN2C(F)F)C2=C1C=NN2		0	1.8971	7	1	0
fnsPc@CNmD@QhH[HYHhhiXdiTiMdRdmYKTmKTuUUU@@@ !BXAiSFAaS?`@lFG?~XAk~_rqgFfA`YPC~JxS@iai`Ff@_FfAeFf@ZXAi`Ff@	Z6340693508	CC1=CC=C(C2=CSC(N)=C2C(=O)NCC2(O)CC(CF)C2)S1		0	2.7906	4	3	0
fkI`@DDUTDnyEDhdhehlmHjieESbZ{NuLsUUUUMUU@@@ !Bk^R?RXjP\sasNH@vbiBJdHjPCD]sNHjPpLYmcwLxNGLRc?y?pMdRlLCYqm|{jv@eXBTeGv@eXBT	PV-007322082654	CCC1=NNC(=O)C(C(=O)N2CCN(C(=O)CC3CCC3)CC(C)(C)C2)=C1CC		0	2.8407	7	1	0
fmoi@@F\UyHDie_VUue[W`g^jvZzB@jjj@@@H@@@ !B@ha??ovH@Oy??`JH@h`@?`JH@hc}b@C~@h`Bb@C~@h`Bb@C~?X`Bb@JH?X`@?`JH@h`@?`	Z4482523921	CCOC1=CN=C(CN2CCN(CC3=CC=C4C=CC=CC4=N3)CC2)N=C1		0	1.8116	6	0	0
fbmHA@DDxHDQzPRYUVun]hpshi`@jjB@b@@@ !B@k\@?ovw@k\Bm?vw?[\BmpJw_?{}m?vw@k]??`C~?[_}mw?~_?x	Z3562285922	CC1=CC=C(F)C2=C1CCN(C1=CC(Cl)=NN=C1N)C2		0	1.8659	4	1	0
fegH``BZsvtpR@iBT`jPrJJIJQMSQISIQLxdk^pDEUL@PuHP@@ !B@h`@?ovH@h`BmpJH?X`Bmx`Bm?w}bG?~?[_}bG?~@hc}bOvH_?xBbOvH?X`BbG?~@h`	PV-006892635524	CC1=NC2=CC(C(=O)NC3=CN=C(C(F)(F)F)C(F)=C3)=CC=C2C(=O)N1		0	1.9387	6	2	0
fakPQ@IJDXmPRBICHiMhhbihdlhdRdTm{UUMS@AUTP@@ !B@hbw@`JHbOvH?Xc}@haPloy?@hc}bG?~@hc}b@C~@h`Bb@C~@h`ZXAaS@OxXK@	Z6121728587	NC(=O)C1(CNC(=O)C2=CC=C(C3OCCO3)C=C2)CC(F)(F)C1		0	0.3171	6	2	0
fasIa@NFBuVj`bBRFQQQZYJKYJIJE`bm``bfjjih`@@ !B_?{}bOvw@ha??g?~?Xc}mw?~_?{}m?vH?[]??g?~_?{}m?vH_?y??ovw?Xa??`	Z3697133233	COC1=CC=C(Cl)C(F)=C1NC(=O)NCCN1CCN(C)C(=O)C1		0	0.9411	7	2	0
fmwXb@J\MXLY@DYHhhhbmBidiDelRfcCgTlDASUUUTP@@ !BTv]`YW?~KF_~_q`l?[_}bFT__?y??ovH?[\BmpC~?[\BmpJw^KQoUWbKDEViOzd?^HniOp	Z7755423398	COC1(CNC(=O)NC2=NC=CC(C3=C(C)N=C(C)S3)=N2)CCN(C)CC1		0	1.7601	8	2	0
fegXb@LDeZl~F@DYHhmieEBhdieBlTSfkZYfjZ@BfnH@@ !BYuLXTqh_GqieG{lkim|_Fa|ZnrnYpA|Zim~{Jz[_Gqj{J{lkGqk~_uMgGvTXTqaSFEL	PV-008945134748	CN(CC(=O)NC1=NC=CS1)C(=O)NC1=CC=C2NC=C(CC#N)C2=C1		0	1.821	8	3	0
ek`^D@@DIKG@ai`LlbbTTRVRRTLJbVTDtTL|BFfZ`hHjjZejhX@@ !BGqjYpKlkaEP_Fj[_aEPkaKlknrlkaJ[_?g~DUEMgGvVYpFAeGqjDUHQTpIdq`@JHtMJfpM~fpId	PV-004840293412	CC(C)N1C=C(CC(=O)N(C)C2CC(NC(=O)C3=CN=C4C=NNC4=C3)C2)C=N1		0	-0.0254	9	2	0
figYB@LLLyH~`BDi]YWVUgfpQVhijvejjj@BjZb@@ !BmGbo|dOH[`@Gm@^t[uVVP@^tA{RVPG?~?X`BbG?~?Xc}bG?~@ha??iY@A{S}bOvw	Z4342178833	NC(=O)C1=CC(NC2CCN(CC3=CSC=N3)CC2)=NC(C2CC2)=N1		0	0.9869	7	2	0
fns`R@JDLyhHcHhhddibieEhfBSfkXHHjijjhh@@ !B@HVz_tQDNsl@aPBEng}DQDQD@Ki?aTQD@HVz_tQDQDP{QDQDQDP{QDQDQDP	PV-009612851341	CC(C)OC1=NC=C(COC(=O)CC2CC3(COC3)C2)C=C1Cl		0	2.7991	5	0	0
fhipC@LR|@HyHBdLdTTtqbtRqSQjYjjjz`@@ !B?g|_Fa}eFEMSYvU`FELlFFU`CzJb\JIphg@OhjIpCzH	Z5166109089	CCC1(C#N)CN(CC2=CN=C(C(F)F)S2)C1		0	1.6423	3	0	0
fchb@JB}eoH`BLdTRLtRRVTtRTrVJN|wj}tsMUUS@AUTP@@ !BGvW~@ELXYQ|_Fg?~?[_}bK|ISE`gS@f@BX@gSDqX?Xa??`JH@O{}b@JH@hc}b@C~@h`Bb@C~	PV-007433668923	CC1=C(C(=O)N2CCCN(C(=O)C3=CN=C4CCCCC4=N3)CCC2)N=CS1		0	1.8838	7	0	0
fewh`@DXeYhCILkKKJjznz]EI^cfuPQDdT@@@@@@ !B_?{}m?vH@k\BbOvw@OxBb@Jw_?xBmxANs]@@?g?~@OzfpHQT@k\Bmx`B?`@@?ox@b@H	PV-009633090656	CCC1=NC2=CC=CC=C2C=C1NC(=O)NCC1=NC2=NC=CC=C2O1		0	2.8232	7	2	0
ffcI`@DJBT@jiLjlrlnzZs`yjuUSMUU\l@@ !BpIeTaAh_YV@ZGvU`Fa|_FbpXXFUSY?x@Tqc~_x`BKF]gKHc}bOugKH`B	Z5080600348	N#CC1=CC=C(CNC(=O)CCC2=CN=C3COCCN23)O1		0	0.2915	7	1	0
fa{qQ@IVsAFc^@DJBLddLRVtaTtRRUNBedk^kTsRtsSUU@@@ !Bim~@Sox@GvT_FbpXTqc~@ELXYrqSYrpXYrqN`MCRYrs~@A}eGqiSFELXGqh_YP	PV-004319304068	O=C(NS(=O)(=O)C1=C2CCS(=O)(=O)C2=CN1)C1=CN2CCCC2=C1		0	0.2416	8	2	0
fmwib@FRmEOasADYEDeLdedieDhcMS`iEk@DMUSUKSQP@@ !BilB{UF@ZilBfpELXXAhlFOx@YV@XKFU`YVC_ibn{YVAeXBpXGqiSFOx@YuLZXBnDpJXZX@	Z4405592757	COC(=O)C1=NN(CC(=O)NCCC2=NC3=CC(Cl)=CC=C3N2C)C(C)=C1		0	1.0963	8	1	0
fakH`@DLuDF\bbRbdTTRVNbfkArwkUSUUUUUM@@@ !BgENiOq@j[uTPJdV_Eqs}b@C~ec}?pXsGq{OA@@JH@hbVOxsG@OxGbqAUFa|knp	Z7601677871	CC1=C(NC(=O)CC2(CN(C)C)CCOCC2)N(CC2CC2)N=C1		0	0.9545	6	1	0
figi@@DLxhhLbbRbbTTVfbrQT[vR}ZMjfBh@@@A@@@ !B?X`BbG?~@Oy??bqgKAc}bOvwXAieXFAe_?xBbG?~UHS_iovH?[_}bFU`YV@BbM~f	PV-002864383332	O=C(CC1=CC=CC2=CC=NC=C12)NC1=NN=CN1C1=CC=CC=C1		0	2.6005	6	1	0
fbmp`@DF\CrSLszrluA\exKUUUMSUT@@ !B_qF]\BMWFf@_Fb`cHu\_FbMWFf@cUuLXXAhcUrpX?`@XTzHO_qx	Z6330422363	CC1=CON=C1C1CN(C(=O)C2CC(CN(C)C)C2)C1		0	1.1456	5	0	0
fbmIB@HHTFH@aJUV_fWkANR\Feifjjjj@@ !BXAiSFOx@KAbDUIg@f\A`YXQTXFVDUJ[_UKnDUJ[_aERfw|Bfwyd	Z5374142280	CC(C)(O)CN(CC1=CC=CC2=NSN=C12)C1CNC1		0	1.5828	5	2	0
figIB@IFbgPICHhheBmMDeLddfBBgI^c`Hcfjfh@H@@@ !BXFVDUJ[_XFVYpFAeaERfwxQTXFVDUJ[_nrm`YZ[_im}SYvAeKF_~_yg_aBnDJyg_	Z7578800940	CC1=C(F)C=CC(C(=O)N2CCN3C(=NC4=CC=CC=C43)C2)=C1C#N		0	3.1794	5	0	0
fmohb@AFcUoO@BLdVdTlVTTLRTLRhqVbufnjijjf@BjjH@@ !BSyHn_t~R^b@Syw|nfzP`^hc}@h`Bb@JH?X`@?eO~@h`@?ovH@h`BbOvH@OxlYrpXXAi`YP	PV-009187418739	CSCC1(C(=O)N2CC(N(C)C(=O)C3=CC=NC(N4CCCC4)=N3)C2)CC1		0	1.3888	7	0	0
ek`VD@@DGLbec`JlbbRbbRRffrTjbbt|lBrJVNZh@@HJejV`h@@ !Bim}`Y[lkaER{JvAef\Bfwq|ZaERDUKlknrm`YYg@Gqk~_xQTTv\_YYg@XFU`YQ`lFa|XT?x@@Ox	PV-007258152019	CC1=NNC=C1CC(=O)NC1=CC(NC(=O)CC2=CC=C3NN=CC3=C2)=CC=C1		0	1.4528	8	4	0
ff}qB@AFshFIdTTTRbgbrbRyHmXHcIjh@@@@ !B@OxBmpJH?[\@?ovH@O{}mpJH@k]??`JH?X`@?ovH?Xa??`JH?Xc}b@JH	Z7764078171	CC1=CC=C(C(=O)N(C)CCC2=CC=CN=C2)C(Br)=C1C#N		0	3.1169	4	0	0
ffcH`@DJcdClbbbTfbaTRrPiNBfkUUSARGE@@@ !BXPAxmF|jDEViPF|j@hbiOwbKEvMEhOvH@O{GcHsX_}xBb@JHcMacZ@C~	Z4253800189	CC1=C(C#N)C(CC(=O)N(C)C2(C3=CC=CN=C3)CC2)=NO1		0	1.1737	6	0	0
ffcPc@B\rTFH`HCHYEDldiEBeDYbTUktZZjj@Hff@@@ !B^U~tAz?uP}]n_p^KAxmoJovwed@Gm@Jw_?{}m?vw@k]??g?~?[_}bG?~	Z7321879846	COC(=O)C1=CC(F)=CC(C2(NCC3=NSC(Br)=C3)CC2)=C1		0	3.4032	4	1	0
fnkp`@F\|AFQSQQIPqFIIIBdZtTuZtAAUTt@D@@@ !B|ms@fVU`wzYTaFU`J{meXERDwzXZG}\|w`@ZGuMgXFTlY?y?f]~DJxPkf]|	PV-003750752505	O=C(O)C1=CC=CN=C1N(CC1=CC2=CC=CC=C2N1)C1CC1		0	2.4328	5	2	0
faka`@A@PiInUvyVuvxKp\eZZjX@@Bj@@@ !B_?{}bOvw_?xBm?vw?[\Bm?vw@k]??ovw?Xa??g?~?Xc}mw?~_?{}mw?~_?{~_p	Z6694464137	CC(C)C1=CC=C2C=C(C(=O)N3CC=C(C(=O)O)CC3)C=CC2=C1		0	3.7678	4	1	0
fbmxb@LDyHsoBr@HrQQIJUJIYQLx{r\tuSUKUSP@@ !BFa?_ieMgXFW_ibqg?g}eXBn{wz[_iklks]Bw?K|qJxR{JrnDJxP	Z7629285307	O=C(CSC1=NC=NN1)NCC1=CN(C2COC2)N=N1		0	-1.501	9	2	0
ffcQb@CUEhHICHhhdeeCEiiBscoIs@PUMUUTT@@ !B@k_}mpC~@k]??`Jw@Oy??`C~?X`BmpJHAR@`^bAzAR@`^`AQdd}Q@ED@	Z6461795630	COCC1=CC=C(C(=O)N2CC(O)(C3(CN)CC3)C2)C=C1F		0	0.5163	5	2	0
fleHB@EV|DFIdTRTRJRbTuF^C@AUUKTP@@ !B?[]??`Jw?[_}mpJw_?xBm?vw?[\BmpJw`CGMsz[_aBo_fSF?	Z3526006565	CC1=C(CNCC2=C(C)N(C)N=N2)C(C)=CC(Br)=C1		0	2.0069	4	1	0
ek`VH@@DJEFac`LbbTRbbbVdRSJbRDT|jJZvNZijjijih@F`@@ !BJ{o_iah_YVA`YUMgYVC~_x`BKF]??hBvl}bH?Xc}_?{~_?x@|iCrdH`Bl}crdHBvl}crdOJPl}`	Z7751880869	CC(C)(C)C1=C(C(=O)NCC2CCN(C3=CC=NC=N3)CC2)N2C=CC=CC2=N1		0	2.71	7	1	0
fmo`P@D@]ynQQQJFIHsJIKIJTYhqZsVuTAAMUUUTT@@ !BpJ[RtHPk_Xb@LX`B_?xBbGvH_[]}b@JH_[]??`Jw_[\PUP^Kec~VOp^K_[]??g?~[uViOp	Z3539920472	O=C(CC1=CC=CC=C1N1CCCC1=O)OC1CCC(OCC2CC2)CC1		0	3.3514	5	0	0
figQa@KA`cp@`XQddaRrbRrfTRRSNFlVoQkUUUTuUKUP@@ !BPJdjDK\B?g~w_[]}?g|?ek\B?g~w_[]}?g~w_[\B?g~w_Q}eKF_~_uMgTv_~_rqg	Z5193849509	O=C(NC1CC2=CSC=C2C1)N1CCC(C2CCS(=O)(=O)CC2)CC1		0	2.309	5	1	0
fi{Ha@MNrNrPRBICHiiDdbeLhhmDQJdhmZjjjfiZjzP@@ !B?[\gsOvw_?xBmwf}?[_}mquG@k_}mw?~?Xc}mw?~?Xc}mpJH_?y??ovw?Xc}m?vw	Z4275193906	CN1C=C(C#N)C=C(NC(=O)NC23CCC(C(F)F)(CC2)CC3)C1=O		0	0.7428	6	2	0
